TopicNumber,Topic,URL,Publication,Category,HeroImage,HeroFilename,HeroAltText,SectionImageCount,SectionImagePaths,Uniqueness,Format,QAStatus
174,"Creative Security Controls","/permissions/creative-security-controls",published,permissions-multi-tenancy,"/images/topics/creative-security-controls/creative-security-controls-hero.webp","creative-security-controls-hero.webp","Illustrative photograph of separate project spaces within one organisation",1,"/images/topics/creative-security-controls/creative-security-controls-two-kinds-of-access-worth-guar.webp",verified-unique,webp,passed
175,"Team Access Management","/permissions/team-access-management",published,permissions-multi-tenancy,"/images/topics/team-access-management/team-access-management-hero.webp","team-access-management-hero.webp","Illustrative photograph of separate project spaces within one organisation",1,"/images/topics/team-access-management/team-access-management-one-agreed-set-of-access-for-e.webp",verified-unique,webp,passed
176,"Department Access","/permissions/department-access",published,permissions-multi-tenancy,"/images/topics/department-access/department-access-hero.webp","department-access-hero.webp","Illustrative photograph of separate project spaces within one organisation",1,"/images/topics/department-access/department-access-each-department-reaching-the-l.webp",verified-unique,webp,passed
177,"Client Workspace Access","/permissions/client-workspace-access",published,permissions-multi-tenancy,"/images/topics/client-workspace-access/client-workspace-access-hero.webp","client-workspace-access-hero.webp","Illustrative photograph of separate project spaces within one organisation",1,"/images/topics/client-workspace-access/client-workspace-access-the-client-workspace-as-the-un.webp",verified-unique,webp,passed
178,"Permission Hierarchies","/permissions/permission-hierarchies",published,permissions-multi-tenancy,"/images/topics/permission-hierarchies/permission-hierarchies-hero.webp","permission-hierarchies-hero.webp","Illustrative photograph of separate project spaces within one organisation",1,"/images/topics/permission-hierarchies/permission-hierarchies-broad-roles-above-folder-detai.webp",verified-unique,webp,passed
179,"Enterprise Asset Governance","/permissions/enterprise-asset-governance",published,permissions-multi-tenancy,"/images/topics/enterprise-asset-governance/enterprise-asset-governance-hero.webp","enterprise-asset-governance-hero.webp","Illustrative photograph of separate project spaces within one organisation",3,"/images/topics/enterprise-asset-governance/enterprise-asset-governance-five-controls-that-only-work-t.webp; /images/topics/enterprise-asset-governance/enterprise-asset-governance-the-parts-of-enterprise-govern.webp; /images/topics/enterprise-asset-governance/enterprise-asset-governance-where-governance-applies-as-an.webp",verified-unique,webp,passed
180,"Secure Creative Collaboration","/permissions/secure-creative-collaboration",published,permissions-multi-tenancy,"/images/topics/secure-creative-collaboration/secure-creative-collaboration-hero.webp","secure-creative-collaboration-hero.webp","Illustrative photograph of separate project spaces within one organisation",2,"/images/topics/secure-creative-collaboration/secure-creative-collaboration-working-together-without-openi.webp; /images/topics/secure-creative-collaboration/secure-creative-collaboration-an-unannounced-financial-produ.webp",verified-unique,webp,passed
181,"Creative Asset Analytics","/analytics/creative-asset-analytics",published,analytics,"/images/topics/creative-asset-analytics/creative-asset-analytics-hero.webp","creative-asset-analytics-hero.webp","Illustrative photograph of a team looking at how a creative library is used",2,"/images/topics/creative-asset-analytics/creative-asset-analytics-seeing-how-a-creative-library-.webp; /images/topics/creative-asset-analytics/creative-asset-analytics-six-signals-and-the-question-b.webp",verified-unique,webp,passed
182,"Asset Usage Analytics","/analytics/asset-usage-analytics",published,analytics,"/images/topics/asset-usage-analytics/asset-usage-analytics-hero.webp","asset-usage-analytics-hero.webp","Illustrative photograph of a team looking at how a creative library is used",2,"/images/topics/asset-usage-analytics/asset-usage-analytics-which-assets-earn-attention-an.webp; /images/topics/asset-usage-analytics/asset-usage-analytics-a-product-shoot-rediscovered-b.webp",verified-unique,webp,passed
183,"Storage Analytics","/analytics/storage-analytics",published,analytics,"/images/topics/storage-analytics/storage-analytics-hero.webp","storage-analytics-hero.webp","Illustrative photograph of a team looking at how a creative library is used",2,"/images/topics/storage-analytics/storage-analytics-where-a-creative-librarys-spac.webp; /images/topics/storage-analytics/storage-analytics-a-studio-explains-a-jump-in-st.webp",verified-unique,webp,passed
184,"Upload Analytics","/analytics/upload-analytics",published,analytics,"/images/topics/upload-analytics/upload-analytics-hero.webp","upload-analytics-hero.webp","Illustrative photograph of a team looking at how a creative library is used",1,"/images/topics/upload-analytics/upload-analytics-the-flow-of-new-material-into-.webp",verified-unique,webp,passed
185,"Contributor Analytics","/analytics/contributor-analytics",published,analytics,"/images/topics/contributor-analytics/contributor-analytics-hero.webp","contributor-analytics-hero.webp","Illustrative photograph of a team looking at how a creative library is used",2,"/images/topics/contributor-analytics/contributor-analytics-who-keeps-a-shared-library-ali.webp; /images/topics/contributor-analytics/contributor-analytics-an-in-house-team-checks-whethe.webp",verified-unique,webp,passed
186,"Tag Analytics","/analytics/tag-analytics",published,analytics,"/images/topics/tag-analytics/tag-analytics-hero.webp","tag-analytics-hero.webp","Illustrative photograph of a team looking at how a creative library is used",1,"/images/topics/tag-analytics/tag-analytics-tags-as-evidence-of-how-people.webp",verified-unique,webp,passed
187,"Creative Library Trends","/analytics/creative-library-trends",published,analytics,"/images/topics/creative-library-trends/creative-library-trends-hero.webp","creative-library-trends-hero.webp","Illustrative photograph of a team looking at how a creative library is used",2,"/images/topics/creative-library-trends/creative-library-trends-a-library-understood-as-someth.webp; /images/topics/creative-library-trends/creative-library-trends-five-ways-a-creative-library-c.webp",verified-unique,webp,passed
188,"Daily Library Analytics","/analytics/daily-library-analytics",published,analytics,"/images/topics/daily-library-analytics/daily-library-analytics-hero.webp","daily-library-analytics-hero.webp","Illustrative photograph of a team looking at how a creative library is used",3,"/images/topics/daily-library-analytics/daily-library-analytics-a-short-term-read-on-what-the-.webp; /images/topics/daily-library-analytics/daily-library-analytics-three-signals-in-the-daily-vie.webp; /images/topics/daily-library-analytics/daily-library-analytics-the-day-a-productions-footage-.webp",verified-unique,webp,passed
189,"Weekly Library Analytics","/analytics/weekly-library-analytics",published,analytics,"/images/topics/weekly-library-analytics/weekly-library-analytics-hero.webp","weekly-library-analytics-hero.webp","Illustrative photograph of a team looking at how a creative library is used",2,"/images/topics/weekly-library-analytics/weekly-library-analytics-a-weeks-distance-from-the-dail.webp; /images/topics/weekly-library-analytics/weekly-library-analytics-a-social-team-keeps-a-fast-gro.webp",verified-unique,webp,passed
190,"Monthly Library Analytics","/analytics/monthly-library-analytics",published,analytics,"/images/topics/monthly-library-analytics/monthly-library-analytics-hero.webp","monthly-library-analytics-hero.webp","Illustrative photograph of a team looking at how a creative library is used",2,"/images/topics/monthly-library-analytics/monthly-library-analytics-where-lasting-patterns-in-asse.webp; /images/topics/monthly-library-analytics/monthly-library-analytics-decisions-that-belong-on-a-mon.webp",verified-unique,webp,passed
191,"Asset Activity Dashboard","/analytics/asset-activity-dashboard",published,analytics,"/images/topics/asset-activity-dashboard/asset-activity-dashboard-hero.webp","asset-activity-dashboard-hero.webp","Illustrative photograph of a team looking at how a creative library is used",1,"/images/topics/asset-activity-dashboard/asset-activity-dashboard-one-visual-starting-point-for-.webp",verified-unique,webp,passed
192,"Storage by Category","/analytics/storage-by-category",published,analytics,"/images/topics/storage-by-category/storage-by-category-hero.webp","storage-by-category-hero.webp","Illustrative photograph of a team looking at how a creative library is used",2,"/images/topics/storage-by-category/storage-by-category-four-categories-four-different.webp; /images/topics/storage-by-category/storage-by-category-using-the-category-breakdown-i.webp",verified-unique,webp,passed
193,"Most Searched Tags","/analytics/most-searched-tags",published,analytics,"/images/topics/most-searched-tags/most-searched-tags-hero.webp","most-searched-tags-hero.webp","Illustrative photograph of a team looking at how a creative library is used",3,"/images/topics/most-searched-tags/most-searched-tags-a-record-of-what-colleagues-ke.webp; /images/topics/most-searched-tags/most-searched-tags-what-search-demand-can-shape-i.webp; /images/topics/most-searched-tags/most-searched-tags-a-retail-brand-readies-its-lib.webp",verified-unique,webp,passed
194,"Top Contributors","/analytics/top-contributors",published,analytics,"/images/topics/top-contributors/top-contributors-hero.webp","top-contributors-hero.webp","Illustrative photograph of a team looking at how a creative library is used",2,"/images/topics/top-contributors/top-contributors-the-people-at-the-top-of-a-lib.webp; /images/topics/top-contributors/top-contributors-a-production-company-finds-cha.webp",verified-unique,webp,passed
