pdf_page,pdf_group,pdf_topic,pdf_words,website_url,http_status,redirect_to,exists,published,indexable,in_sitemap,in_search,in_navigation,hub_linked,inbound_contextual,inbound_hub,own_pdf_text_rendered,topic_match,content_match,content_depth,structure_match,structure_elements,topic_specific_words,context_words,topic_sections_beyond_hero,max_prose_overlap,most_similar_pdf_page,duplication,hero_visual,claims,context_page,status,notes
382,381-390 FAQ Pages,Who Is GetSibu For?,20,/faq/who-is-getsibu-for,200,,yes,published,yes,yes,yes,mega menu,yes,9,2,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|faq|cta,20,64,1,0.249,383,no,library-search,,,PARTIAL,Topic (manual): Short answer lists who GetSibu is for. / Topic developed in the hero plus at most one section; other sections are related PDF context
383,381-390 FAQ Pages,Does GetSibu Support AI Tagging?,16,/faq/does-getsibu-support-ai-tagging,200,,yes,published,yes,yes,yes,no,yes,11,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|faq|cta,30,109,2,0.321,47,no,(none),ai-tagging,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Hero has no visual
384,381-390 FAQ Pages,Can GetSibu Search Inside Documents?,14,/faq/can-getsibu-search-inside-documents,200,,yes,published,yes,yes,yes,no,yes,9,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|faq|cta,14,67,1,0.264,363,no,search-signals:ocr,ocr,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
385,381-390 FAQ Pages,Does GetSibu Support Video Comments?,12,/faq/does-getsibu-support-video-comments,200,,yes,published,yes,yes,yes,no,yes,8,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|faq|cta,23,126,2,0.35,64,no,(none),timeline-comments,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context / Hero has no visual
386,381-390 FAQ Pages,Does GetSibu Support Versioning?,14,/faq/does-getsibu-support-versioning,200,,yes,published,yes,yes,yes,no,yes,14,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|faq|cta,14,13,1,0.309,369,no,version-record:versions,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
387,381-390 FAQ Pages,Does GetSibu Support Multiple Clients?,16,/faq/does-getsibu-support-multiple-clients,200,,yes,published,yes,yes,yes,no,yes,19,1,yes,PASS,PASS,developed,PASS,hero|introduction|features|use-case|faq|cta,67,98,3,0.337,372,no,(none),multi-tenant,,PASS,Hero has no visual
388,381-390 FAQ Pages,Does GetSibu Have an API?,17,/faq/does-getsibu-have-an-api,200,,yes,published,yes,yes,yes,mega menu,yes,10,2,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|faq|cta,17,30,1,0.194,273,no,api-flow,rest-api-first,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
389,381-390 FAQ Pages,Does GetSibu Support SSO?,14,/faq/does-getsibu-support-sso,307,/security,held (not routed),held,no,no,no,no,no,0,0,no,BLOCKED,BLOCKED,blocked,BLOCKED,,0,0,0,,,,,sso-scim pricing-tiers,/security,BLOCKED — UNCONFIRMED CLAIM,"Title states an unconfirmed claim / 307 → /security until claim(s) sso-scim, pricing-tiers are client-confirmed"
390,381-390 FAQ Pages,Can GetSibu Integrate With Existing Tools?,26,/faq/can-getsibu-integrate-with-existing-tools,200,,yes,framed,yes,yes,yes,no,yes,1,1,first sentence,PARTIAL,PARTIAL,withheld,PASS,hero|introduction|features|workflow|faq|cta,85,102,1,0.398,260,no,connector-flow,storage-sources slack zapier frame-io figma adobe-premiere-after-effects,/integrations,PARTIAL,"Topic (manual): Short answer built from verified pages (241, 121, 255, 260, 281); the PDF's named-tool list is withheld. / Framed: own PDF paragraph withheld (claims: storage-sources, slack, zapier, frame-io, figma, adobe-premiere-after-effects); verified context from PDF 241"
391,391-400 Final Conversion Pages,Start Your Creative Library,33,/get-started,200,,yes,published,yes,yes,yes,footer,yes,27,2,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|benefits|workflow|cta,33,210,0,0.299,397,no,ingest-pipeline:sources,,,PARTIAL,THIN: topic-specific content is only the 33-word PDF paragraph in the hero; every other section is neighbouring-topic context
392,391-400 Final Conversion Pages,Bring Your Creative Assets Together,30,/get-started/bring-your-creative-assets-together,200,,yes,published,yes,yes,yes,no,yes,40,5,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|workflow|cta,30,220,0,0.554,395,no,media-library,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
393,391-400 Final Conversion Pages,Stop Searching Through Folders,33,/get-started/stop-searching-through-folders,200,,yes,published,yes,yes,yes,no,yes,20,2,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|workflow|cta,33,140,0,0.479,394,no,search-signals:semantic,,,PARTIAL,"Topic (manual): Missing term is a modifier (e.g. 'Powered', 'Advanced', 'DAM'); the PDF paragraph states the topic. / Topic developed in the hero plus at most one section; other sections are related PDF context"
394,391-400 Final Conversion Pages,Make Every Asset Discoverable,24,/get-started/make-every-asset-discoverable,200,,yes,published,yes,yes,yes,no,yes,17,2,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|workflow|cta,24,164,0,0.479,393,no,library-search,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
395,391-400 Final Conversion Pages,Give Your Creative Team One Source of Truth,29,/get-started/give-your-creative-team-one-source-of-truth,200,,yes,published,yes,yes,yes,no,yes,75,5,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|benefits|workflow|cta,29,201,0,0.629,397,near-duplicate,folder-access:team,,,PARTIAL,"Topic (manual): Shared library, same approved content, permissions: one source of truth is clear. / THIN: topic-specific content is only the 29-word PDF paragraph in the hero; every other section is neighbouring-topic context / Near-duplicate of PDF 397 /get-started/scale-your-creative-library (prose overlap 0.629)"
396,391-400 Final Conversion Pages,Build a Smarter Creative Workflow,29,/get-started/build-a-smarter-creative-workflow,200,,yes,published,yes,yes,yes,no,yes,68,4,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|workflow|cta,29,203,0,0.372,10,no,timeline-review:status,,,PARTIAL,THIN: topic-specific content is only the 29-word PDF paragraph in the hero; every other section is neighbouring-topic context
397,391-400 Final Conversion Pages,Scale Your Creative Library,31,/get-started/scale-your-creative-library,200,,yes,published,yes,yes,yes,no,yes,54,3,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|benefits|workflow|cta,31,201,0,0.629,395,near-duplicate,library-activity:storage,,,PARTIAL,Topic (manual): Growing libraries and the capabilities to support them: scaling is clear. / THIN: topic-specific content is only the 31-word PDF paragraph in the hero; every other section is neighbouring-topic context / Near-duplicate of PDF 395 /get-started/give-your-creative-team-one-source-of-truth (prose overlap 0.629)
398,391-400 Final Conversion Pages,Turn Your Asset Library Into Intelligence,34,/get-started/turn-your-asset-library-into-intelligence,200,,yes,framed,yes,yes,yes,no,yes,28,2,no,PARTIAL,PARTIAL,withheld,PARTIAL,hero|introduction|features|cta,0,39,0,0.217,58,no,ai-review:tags,scene-detection face-grouping ocr semantic-search,/features/ai-media-understanding,PARTIAL,"Topic (manual): AI understanding, OCR and analytics convey 'library intelligence'; face grouping and scene detection withheld. / Framed: own PDF paragraph withheld (claims: scene-detection, face-grouping, ocr, semantic-search); verified context from PDF 43"
399,391-400 Final Conversion Pages,Bring Order to Creative Chaos,33,/get-started/bring-order-to-creative-chaos,200,,yes,published,yes,yes,yes,no,yes,32,3,yes,PASS,PARTIAL,thin,PASS,hero|introduction|features|workflow|cta,33,133,0,0.083,36,no,version-record:files,,,PARTIAL,THIN: topic-specific content is only the 33-word PDF paragraph in the hero; every other section is neighbouring-topic context
400,391-400 Final Conversion Pages,The Future of Creative Asset Management,50,/get-started/future-of-creative-asset-management,200,,yes,published,yes,yes,yes,no,yes,4,1,yes,PASS,PARTIAL,introduced,PASS,hero|introduction|features|benefits|workflow|cta,69,101,1,0.283,378,no,library-search,,,PARTIAL,Topic developed in the hero plus at most one section; other sections are related PDF context
